sample_id,class_label,class_name,soil_moisture,duration,snr_db,feature_rms,feature_peak_to_peak,feature_std,feature_mean_abs,feature_zero_crossing_rate,feature_spectral_centroid,feature_stft_mean_power,feature_stft_max_power,feature_low_freq_energy,feature_high_freq_energy,feature_freq_ratio,feature_periodicity_period_seconds,feature_periodicity_frequency_hz,feature_periodicity_num_peaks,feature_periodicity_max_correlation,feature_envelope_mean,feature_envelope_std,feature_envelope_max
train_elephant_footfall_0016,0,elephant_footfall,35,5.0,18.470832130795063,0.003320573204319129,0.034847840510041236,0.003369711720281114,0.0017869988490761594,0.0266,30.252352987110243,4.5235033937806026e-05,0.004345307405060113,0.0006542046991740196,5.73973253294071e-05,11.397825515727344,0.0,0.0,0.0,0.0,0.0028751850033134486,0.003706317743335354,0.018027756260850285
train_elephant_footfall_0017,0,elephant_footfall,15,5.0,15.475623515610419,0.004725692904084219,0.05597455355740927,0.004756250154326041,0.0023810383550727666,0.0384,22.17452895813712,5.938808738693915e-05,0.007545244989980124,0.0008708804646004444,8.098810524693857e-05,10.753189767127742,0.0,0.0,0.0,0.0,0.0038420140728645693,0.0054021038847494535,0.02850270910666001
train_elephant_footfall_0018,0,elephant_footfall,40,5.0,15.284948079863401,0.003018170842468271,0.03956870847627236,0.003148340760059559,0.0015592826036829883,0.0272,21.445692748774096,3.7715125485540416e-05,0.005158261610030559,0.000563088830637886,4.6539074474429746e-05,12.099270064927213,0.0,0.0,0.0,0.0,0.0025282882944308496,0.0036090508450096885,0.02053139778300802
train_elephant_footfall_0019,0,elephant_footfall,15,5.0,11.222306058673468,0.0024520454691940546,0.023935692212142798,0.002476196933426326,0.0013918848486602162,0.0356,21.576664005238232,3.406638238707625e-05,0.003710094099613217,0.0005250260760900955,4.837072586572469e-05,10.85421123403333,1.022,0.9784735812133072,1.0,0.348786957900865,0.0022490357526625646,0.0026325174586572884,0.012978051586904559
train_elephant_footfall_0020,0,elephant_footfall,30,5.0,19.390756805680848,0.001994843622050109,0.018914319657668485,0.0019930737075541014,0.0011844647075647668,0.0268,21.34168752389245,3.0115487359801775e-05,0.002240163774389846,0.0004496954584130247,3.512350279798744e-05,12.803263415936753,0.0,0.0,0.0,0.0,0.0019386537658407455,0.001992937083388048,0.009715727292548847
train_elephant_footfall_0021,0,elephant_footfall,15,5.0,12.66303534930104,0.003068481226059763,0.028965931390048404,0.0031483090070893336,0.0018202555040838504,0.0288,28.731790435955425,4.702131464957449e-05,0.003685099878838631,0.000711089534907673,5.367184139432938e-05,13.248838057991469,0.0,0.0,0.0,0.0,0.00303475591437435,0.0031842758884011485,0.01568800273684106
train_elephant_footfall_0022,0,elephant_footfall,30,5.0,13.810699809594603,0.002074785406999479,0.02212948008297784,0.002118467745022105,0.0012528933850781414,0.0312,23.140007382476227,3.230606450421094e-05,0.002480432355913089,0.0004679703943512361,4.0475825960467326e-05,11.561725628732123,0.0,0.0,0.0,0.0,0.002047505075763316,0.0021307509572565386,0.010121533422941939
train_elephant_footfall_0023,0,elephant_footfall,20,5.0,19.76143616327469,0.0030961601611805244,0.04019948177432772,0.0034232048284692997,0.0016866508833711347,0.032,34.205573844453546,4.049113022653742e-05,0.006561334750064192,0.0006196776522088913,3.36365441113098e-05,18.422750272984604,0.0,0.0,0.0,0.0,0.0029097606179903476,0.0038086343534157593,0.026036440801354435
train_elephant_footfall_0024,0,elephant_footfall,10,5.0,10.905010068520639,0.0008174691506627622,0.011210452307663613,0.0008536940269080318,0.0004076186606340148,0.0514,27.46284098033405,1.0271702806829395e-05,0.0015879749817928732,0.00013926058655961188,1.7931355313828346e-05,7.766316830062285,1.646,0.6075334143377886,1.0,0.3411798293373627,0.0006544928881726359,0.0010005683332343924,0.005434409645012326
train_elephant_footfall_0025,0,elephant_footfall,5,5.0,18.770161822785756,0.004636179532036507,0.051726073924938526,0.004776825484752513,0.0027916235686461428,0.0206,22.997083032744108,6.811913175654829e-05,0.007258455700913975,0.0010421581182696996,5.641256445977005e-05,18.47386532149061,0.0,0.0,0.0,0.0,0.004532190369269119,0.004918915355804559,0.024738464981555602
train_elephant_footfall_0026,0,elephant_footfall,20,5.0,18.06282427245913,0.002289261135108334,0.02195347451601745,0.002284245114992049,0.0013024397281554486,0.0244,20.53013488669288,3.187617871836577e-05,0.003071801490871626,0.0005025944401034221,2.683291854940572e-05,18.730517113821495,0.0,0.0,0.0,0.0,0.002147687639835955,0.0023669632786526363,0.011729118341755707
train_elephant_footfall_0027,0,elephant_footfall,30,5.0,12.084439497137023,0.0015487369604746427,0.02136687346495774,0.0016031877231408368,0.0007468507635664212,0.0384,22.615339221018566,1.7896038089616892e-05,0.0029398613988386277,0.00025864595708938805,2.3068686988685008e-05,11.211993002300117,0.0,0.0,0.0,0.0,0.0012062578294514043,0.0018976198298780997,0.010800903856141873
train_elephant_footfall_0028,0,elephant_footfall,15,5.0,19.669292626944582,0.0022029929352687227,0.019305768392621638,0.0022291418081334894,0.0013725628059575157,0.0274,20.822889792652063,3.4136607560484e-05,0.0025533602196525225,0.0005124607605998689,3.615742277147199e-05,14.173044462787253,0.0,0.0,0.0,0.0,0.002251441622103846,0.0021509480734227208,0.010146216456771709
train_elephant_footfall_0029,0,elephant_footfall,40,5.0,14.010988662044138,0.0025153589292832273,0.03285155415262104,0.0026369417990199815,0.0013246404895302722,0.0256,22.237474766248553,3.430691336884577e-05,0.003691877746611933,0.0005210555409297755,3.175245707617956e-05,16.40992820428587,0.0,0.0,0.0,0.0,0.0021871625227530343,0.0029778735182748144,0.016502005475161743
train_elephant_footfall_0030,0,elephant_footfall,35,5.0,11.716860506570828,0.005688066886340197,0.09125368394967039,0.006345587208836506,0.0026582878869854058,0.0514,44.23660619586714,7.774846807349502e-05,0.011503166213484534,0.0009264050568321756,0.00016606380083370183,5.578609258497511,0.0,0.0,0.0,0.0,0.0046351180862655135,0.007496458855274224,0.04919078469852389
train_elephant_footfall_0031,0,elephant_footfall,30,5.0,16.697063903198018,0.00597376719468434,0.08101341572972781,0.006070017730394254,0.0026056132767088773,0.0428,20.40022019600717,6.282212525412187e-05,0.010685933210932419,0.0009961991957917141,6.866577225133331e-05,14.50794425125497,0.0,0.0,0.0,0.0,0.004277241434551114,0.0073330456687427745,0.04083464328408797
train_elephant_footfall_0032,0,elephant_footfall,30,5.0,19.917126320682307,0.004204500396990601,0.048619669944771286,0.004332812121792129,0.0023175055355860196,0.0224,19.922712514503253,6.007972705987177e-05,0.006220331781997692,0.0008478162352478691,7.326780111891753e-05,11.571470991354284,0.0,0.0,0.0,0.0,0.0037761988845672824,0.004712430592691957,0.023859463428552663
train_elephant_footfall_0033,0,elephant_footfall,10,5.0,10.419794404962916,0.0015707501943428997,0.015457805730340245,0.0016254687953139576,0.0008904513044943893,0.0394,32.550219585173885,2.3628254868913034e-05,0.002425900304415842,0.00033918506753549275,3.490993062678989e-05,9.716005200972873,0.0,0.0,0.0,0.0,0.0014697718531755226,0.0017401876975685596,0.008575824890917835
train_elephant_footfall_0034,0,elephant_footfall,35,5.0,15.579799981650932,0.004911534017155122,0.06406103134314954,0.005270054671520569,0.0027907391520566884,0.033,30.618270059142194,7.405233479677972e-05,0.007018485254891994,0.0010331386043018315,8.026166231373322e-05,12.872130660132811,0.0,0.0,0.0,0.0,0.004707954074868764,0.005676671392351402,0.037333581894273805
train_elephant_footfall_0035,0,elephant_footfall,30,5.0,19.173380682281614,0.002318946294919298,0.031473711019806214,0.0025401802777619653,0.0011839264958159192,0.022,25.385350815357462,2.9840471496977253e-05,0.004334572163615604,0.0004283234911231032,2.8387491181306316e-05,15.088458799950667,0.0,0.0,0.0,0.0,0.0020043342694611175,0.0029494251409695115,0.01870979179404757
train_elephant_footfall_0036,0,elephant_footfall,5,5.0,18.500650352244662,0.003899852748000613,0.05011376586426693,0.0038631072262038796,0.0016775868851965537,0.0388,20.346330917087705,4.0739733311833224e-05,0.007334749520067886,0.0006251435606149097,4.464752740518773e-05,14.001750980330268,0.0,0.0,0.0,0.0,0.0027114635854703687,0.0046713536210061645,0.027932503697087375
train_elephant_footfall_0037,0,elephant_footfall,10,5.0,13.403979921028933,0.002066676232056561,0.02344798838032304,0.002098417160877314,0.0010842370600531676,0.0352,20.992226266566238,2.6423192607360394e-05,0.003177880475751246,0.0004065041599507366,2.9158185820359833e-05,13.941339233351522,0.0,0.0,0.0,0.0,0.0017472361895823697,0.00235974286806833,0.011906449807650618
train_elephant_footfall_0038,0,elephant_footfall,5,5.0,16.212132191413023,0.008345688141593493,0.09078902439588987,0.008635956903631042,0.0050058849653987075,0.0308,21.716685723762733,0.00013282474148939072,0.013105060597633025,0.0017900423700820533,0.00019478083336868168,9.190033429489729,0.0,0.0,0.0,0.0,0.00829612737962929,0.00869427335031217,0.044375269190927054
train_elephant_footfall_0039,0,elephant_footfall,35,5.0,16.096616572258604,0.0025707288612504494,0.024107729378065663,0.0025715172685562915,0.0015580216810922641,0.0286,24.40872715915941,3.947703166741904e-05,0.0034862482435444276,0.0005724643507640453,4.6312820392166696e-05,12.3608181474707,0.0,0.0,0.0,0.0,0.0025297714845974218,0.002546143128131055,0.01174549776659012
train_elephant_footfall_0040,0,elephant_footfall,20,5.0,18.13021029373454,0.0064262528713791,0.061077970874539325,0.006589642028234025,0.0038367813730574235,0.0304,30.227882612844397,0.00010323364400855074,0.007638144881678503,0.0014132868046414552,0.00015579551244903502,9.071421778620099,0.0,0.0,0.0,0.0,0.006418090654435067,0.006536544131603891,0.03496466849601438
train_elephant_footfall_0041,0,elephant_footfall,15,5.0,18.631418307724765,0.0071810502866558774,0.07650723467329168,0.007385033006962382,0.004155741892457109,0.0184,22.175679265991107,0.0001012721947379702,0.010066096160134878,0.0015392536743785877,8.05876494844623e-05,19.100366920062154,0.0,0.0,0.0,0.0,0.0068478231720203895,0.007728627196349438,0.04105174073873556
train_elephant_footfall_0042,0,elephant_footfall,25,5.0,15.285029097156263,0.0070420017767759465,0.09038973089804453,0.007470280733713345,0.003633561539301023,0.0338,34.30866859066348,9.942392209151641e-05,0.011103409712863872,0.0014629514104465473,0.0001312368745428012,11.147411240500281,0.0,0.0,0.0,0.0,0.006101480478367602,0.008461549168610128,0.04903865888054121
train_elephant_footfall_0043,0,elephant_footfall,20,5.0,13.040167206401096,0.008298677519511308,0.0825473576624878,0.008754079724138867,0.005145325161891632,0.0308,23.149156901727455,0.00013533195150681695,0.013593389349258208,0.0018678757359163996,0.0001774105163552093,10.52855137502988,0.0,0.0,0.0,0.0,0.008788014259816446,0.008492992517670321,0.05250043956339588
train_elephant_footfall_0044,0,elephant_footfall,35,5.0,10.096652838109488,0.006083904466427469,0.0535422552841827,0.006313208781710223,0.0037188786319760363,0.0326,32.090633916966375,9.755866769802078e-05,0.008149730870220634,0.001469791316603848,0.00012451627814505077,11.804009391379875,0.0,0.0,0.0,0.0,0.006274262997449839,0.006206322273995288,0.03179113206383984
train_elephant_footfall_0045,0,elephant_footfall,30,5.0,14.708594558618081,0.004608132966277082,0.05880673720788232,0.0048560302010489794,0.0026290571536724742,0.0226,26.494343336904567,6.275184341114767e-05,0.009638719068592868,0.0008842537548656704,7.090790591140384e-05,12.470453660985346,0.0,0.0,0.0,0.0,0.004296064032574029,0.0052751576567120545,0.031029209241010467
train_elephant_footfall_0046,0,elephant_footfall,30,5.0,17.672463099349073,0.00301655785617893,0.0381568646199012,0.003302921919388857,0.0016700474820222184,0.0262,32.05574442157795,4.335376254463106e-05,0.005475750940023235,0.0006324193938712191,4.340945992863274e-05,14.568699885023848,0.993,1.0070493454179255,1.0,0.3603512703613934,0.0028620551785287444,0.003636423269715524,0.024803097514646547
train_elephant_footfall_0047,0,elephant_footfall,20,5.0,16.67655362265327,0.0024717736699401004,0.03755913635439237,0.002538258653934805,0.0010686648600127953,0.034,23.333257093944724,2.7123286590132137e-05,0.004591392713307314,0.0003873099794706958,4.0509227796876524e-05,9.561030918998645,0.0,0.0,0.0,0.0,0.0017542302711161945,0.0030801966298971864,0.01864451474540382
train_elephant_footfall_0048,0,elephant_footfall,10,5.0,12.846449028611437,0.0017339704032503444,0.01735475438381233,0.0017381565939535196,0.000956038233617677,0.0322,24.56105876041748,2.418234996321215e-05,0.0022695572771737945,0.000349687367130073,4.093036858960487e-05,8.543469780012767,1.889,0.5293806246691372,1.0,0.33803551589205627,0.001546169205022516,0.0018672690413657704,0.00905999155615505
train_elephant_footfall_0049,0,elephant_footfall,25,5.0,15.31068875360153,0.005542278537007089,0.059238180904247255,0.005512215966725036,0.002802733621213367,0.0394,23.963270465717937,7.415166632691048e-05,0.007218599547967845,0.0010144397857961918,0.00013632275995024043,7.441455749329572,0.899,1.1123470522803114,1.0,0.30353372220993596,0.0045555929955508265,0.006154036873857576,0.027543390114479684
train_elephant_footfall_0050,0,elephant_footfall,15,5.0,11.553784049439104,0.002235002182297008,0.03173391811343409,0.002367193303800429,0.001052250868686145,0.0496,26.989062108814167,2.8388501350755168e-05,0.0032336476362862933,0.00038845472379829256,4.4476453630729726e-05,8.733941042680186,0.0,0.0,0.0,0.0,0.0017556185590350249,0.002793250396577101,0.016780763484774756
train_elephant_footfall_0051,0,elephant_footfall,40,5.0,15.773484240562011,0.0026662923452162295,0.02661279383713943,0.0027089804138004485,0.0014426112155987811,0.0328,20.264636889452646,3.6611886883638e-05,0.003916176597796959,0.0005559022161093688,4.5264685773321734e-05,12.281146032764653,0.0,0.0,0.0,0.0,0.0023583007925250437,0.0029592228772774756,0.013777522071527642
train_elephant_footfall_0052,0,elephant_footfall,30,5.0,17.715718633360193,0.004010683262206884,0.040523400116454715,0.003989147883258375,0.0020786969308180746,0.0322,22.25122166490913,5.086712352190479e-05,0.005775135121716592,0.0007736172346338135,6.799092617389492e-05,11.37824233567866,0.0,0.0,0.0,0.0,0.003390115396579536,0.004412819596038311,0.021177733219122967
train_elephant_footfall_0053,0,elephant_footfall,15,5.0,15.472450794030898,0.0027705567577272715,0.03421598360717852,0.0027690795239030566,0.0012021747685944262,0.0418,20.026129272901528,3.056442665265211e-05,0.004460013526274027,0.00044683405462676417,3.935842417193891e-05,11.35294575501171,0.0,0.0,0.0,0.0,0.0019647885337715234,0.003333910683103691,0.01949880591891152
train_elephant_footfall_0054,0,elephant_footfall,15,5.0,12.03400907684065,0.0027451940836534247,0.027542349958999502,0.002764414872528195,0.0015755603730882464,0.0378,24.138470750919378,4.204154022791848e-05,0.004018382226191628,0.0005972399488815044,6.510065236282523e-05,9.174100830094744,0.0,0.0,0.0,0.0,0.0025810917056859318,0.0028660150825624295,0.014184580327548097
train_elephant_footfall_0055,0,elephant_footfall,25,5.0,10.793501470567627,0.002528954518665464,0.03161290361240977,0.002609775901934287,0.0013062422974650597,0.0452,26.745693893656703,3.3235092115396626e-05,0.004956997673675337,0.0004689826149175084,5.109212556390184e-05,9.17915646963921,0.0,0.0,0.0,0.0,0.0021587213816999743,0.0029386842806931246,0.017442933347215243
train_elephant_footfall_0056,0,elephant_footfall,30,5.0,14.804187893198273,0.0022236348001750104,0.02123965684936505,0.0022160936423135926,0.0012484751227451216,0.0368,20.73272796164696,3.134448388106594e-05,0.0028270763139601213,0.0004697732364688413,4.079680559235169e-05,11.51495146857555,0.0,0.0,0.0,0.0,0.002054696091044091,0.0023148535949098067,0.011114221234680277
train_elephant_footfall_0057,0,elephant_footfall,25,5.0,11.4663335055817,0.0016450379034755277,0.02332804375328807,0.0018332139377679711,0.0007647320500269788,0.0486,31.35706696651688,2.0872815451944968e-05,0.0035512572213901943,0.00029207278217631156,2.6990941313959e-05,10.821141018348229,1.647,0.607164541590771,1.0,0.34406689581407385,0.0013395421408761063,0.002189235153023674,0.015092685521906088
train_elephant_footfall_0058,0,elephant_footfall,40,5.0,19.677125922522077,0.002953496742186112,0.02949337355021682,0.003015824027717249,0.0018203215724013632,0.0216,19.54578988646517,4.555193693113814e-05,0.0037358305637131034,0.000666071074638901,3.7659167678371425e-05,17.686824104225803,1.702,0.5875440658049353,2.0,0.3206732308554422,0.002988938521045238,0.0029643742642178382,0.013454407436252185
train_elephant_footfall_0059,0,elephant_footfall,30,5.0,10.965938405942387,0.0025352151666590086,0.02732682452340043,0.0025737260321622725,0.0014365762687147377,0.039,28.033456874280915,3.673593930905228e-05,0.003285446208977128,0.0005140180599762984,5.506869435521606e-05,9.3341246963414,0.0,0.0,0.0,0.0,0.0023143664489935355,0.0027415548983774946,0.013462276521731
train_elephant_footfall_0060,0,elephant_footfall,30,5.0,14.113800644096507,0.002416400021709652,0.021667310290000866,0.002478756294097408,0.0015053996614648986,0.0274,30.019840927268465,3.83456693928143e-05,0.002815565642206987,0.0005746850054351861,4.1351611776493096e-05,13.897523717851158,0.0,0.0,0.0,0.0,0.0024795420950582928,0.0024272070330263553,0.011328001063278696
train_elephant_footfall_0061,0,elephant_footfall,10,5.0,18.338957557166957,0.0009989118790566611,0.010450302271075487,0.0010517717047900791,0.0005803603278500316,0.0206,31.006858284524245,1.4235403782586406e-05,0.0012717064861256459,0.00022896974145743523,1.1223771120305873e-05,20.400428608454668,0.0,0.0,0.0,0.0,0.0009849608029223798,0.0011023278594073694,0.0063651181118824065
train_elephant_footfall_0062,0,elephant_footfall,10,5.0,18.187392327363888,0.0031758671946821634,0.03472443264493548,0.0032661299217257196,0.00169282730033021,0.0248,21.246931913635496,3.8934296956440744e-05,0.004972718654978722,0.00061999050626487,4.120517399199302e-05,15.046423693911507,0.0,0.0,0.0,0.0,0.002744226664949331,0.003666804434316519,0.018234045583188824
train_elephant_footfall_0063,0,elephant_footfall,35,5.0,13.331805831601724,0.003713573538935088,0.037085097589333475,0.0038053904734638437,0.0021799620206581034,0.0268,28.811297244012966,5.3721843435698836e-05,0.005224721335368991,0.0007881125764644097,7.260184074650154e-05,10.855269898957575,0.0,0.0,0.0,0.0,0.0035824971743184377,0.003935140301151865,0.019533713025899502
train_elephant_footfall_0064,0,elephant_footfall,40,5.0,13.260005208721685,0.009818045192897133,0.09416705612661529,0.009866757913841121,0.0056354598360348245,0.0336,21.55935421936462,0.00015052962405923045,0.010562633859547605,0.002213566112155571,0.00018847361907408275,11.7446999905355,0.0,0.0,0.0,0.0,0.00941679901579723,0.010032526482183552,0.051290364567668244
train_elephant_footfall_0065,0,elephant_footfall,25,5.0,14.001420659479122,0.004375100577211667,0.05271075725104857,0.004540340145208302,0.0024936901043627214,0.0332,20.375786609104523,6.297272453826378e-05,0.005887522468779278,0.0008942595093259347,6.6350872845088e-05,13.477735423523331,0.0,0.0,0.0,0.0,0.004037030780505214,0.004887704993917742,0.027637908778843426
train_elephant_footfall_0066,0,elephant_footfall,15,5.0,11.27682405821102,0.0023330638827448267,0.02721643682560211,0.002406344306395824,0.0012450561757818758,0.0358,24.805059044194003,3.2436931140659524e-05,0.0036155113274889293,0.0004708492728542113,4.932346819270268e-05,9.546150952212898,1.229,0.8136696501220504,1.0,0.40006798014586065,0.002001645267015008,0.002701432747714705,0.01385817663771306
train_elephant_footfall_0067,0,elephant_footfall,30,5.0,19.10797290785272,0.004184873538376151,0.04025324966715638,0.004264915410239913,0.002507627180269781,0.028,21.506748133253996,6.28620511980137e-05,0.005084099789615651,0.0009441788116815481,7.438133320739626e-05,12.693760261716601,0.0,0.0,0.0,0.0,0.004130394845701625,0.004291948937122983,0.01930093262782385
train_elephant_footfall_0068,0,elephant_footfall,20,5.0,18.399604770886935,0.00518308854894209,0.04842818096350819,0.005240363140944025,0.0031293594668255435,0.0262,21.92000945585156,7.70727551930488e-05,0.006964519537280854,0.0011788408429411657,7.719593550682332e-05,15.270763093958081,0.0,0.0,0.0,0.0,0.00507908202205537,0.005258785272015639,0.02379663032356959
train_elephant_footfall_0069,0,elephant_footfall,30,5.0,16.15316037546364,0.0018622415168104468,0.022076973960213707,0.0019250964020240673,0.0010557036277094383,0.0296,24.01220234713605,2.667295495500497e-05,0.002511707202047394,0.00039545984263777436,2.7574664633174242e-05,14.341419846753409,0.0,0.0,0.0,0.0,0.001706755014898929,0.0020805145123383535,0.010652535982482073
train_elephant_footfall_0070,0,elephant_footfall,15,5.0,13.148451645298424,0.002511501946612124,0.03583181727154053,0.0025801673974472357,0.0010946079081706674,0.0428,22.532285573696246,2.8802232350379205e-05,0.004638935310768967,0.0003757833715804675,5.208200171449475e-05,7.215225206597323,1.597,0.6261740763932373,1.0,0.38077215045078516,0.0018000981452151656,0.0031145673988827705,0.017392402760329443
train_elephant_footfall_0071,0,elephant_footfall,20,5.0,12.251476810923247,0.0030605828842960718,0.026754529380937236,0.0030626381187692834,0.0018661898579312472,0.0316,22.601404285886453,4.7506690964898005e-05,0.0037855691020327905,0.000694706355275716,6.344367404140518e-05,10.949970438697017,0.665,1.5037593984962405,1.0,0.39609374299849553,0.0030447803098399427,0.0029976412472841256,0.014549620542113425
train_elephant_footfall_0072,0,elephant_footfall,35,5.0,14.608868642073805,0.002914601574173885,0.031025281768481464,0.0029983173808571877,0.0016802407498062103,0.0252,25.05056072318986,4.3283387876752776e-05,0.004474825344809323,0.0006354879711042565,4.8267869113220706e-05,13.165859251288028,0.0,0.0,0.0,0.0,0.002761233611252066,0.0031598834003347016,0.017689147913157142
train_elephant_footfall_0073,0,elephant_footfall,5,5.0,18.235582476026693,0.0020156085162788546,0.01875674058167532,0.0020656871082212268,0.0012544311055818832,0.0242,27.751544678646965,3.0722024711793973e-05,0.002732423875760882,0.0004644868837418289,3.104314850472616e-05,14.962621580446749,0.0,0.0,0.0,0.0,0.0020176318021318017,0.002069143329516954,0.009787500879490768
